compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL3989869,UMBRALISIB TOSYLATE,['UMBRALISIB TOSYLATE'],CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL3989869,success,743.76,6.66,1.0,8.0,6.0,109.06,6.0,42.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887726,,,1.0
CHEMBL_CHEMBL3989871,AVACOPAN,['AVACOPAN'],Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,CHEMBL3989871,success,581.65,8.05,2.0,3.0,6.0,61.44,3.0,42.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887729,,,1.0
CHEMBL_CHEMBL3989885,TRIMEPRAZINE TARTRATE,['TRIMEPRAZINE TARTRATE'],CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O,CHEMBL3989885,success,747.00,4.49,0.0,3.0,4.0,6.48,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887732,,,1.0
CHEMBL_CHEMBL3989887,TACROLIMUS,['TACROLIMUS'],C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,CHEMBL3989887,success,822.05,4.64,3.0,12.0,7.0,178.36,0.0,57.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887735,,,1.0
CHEMBL_CHEMBL3989908,ENASIDENIB,['ENASIDENIB'],CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,CHEMBL3989908,success,473.38,4.29,3.0,8.0,6.0,108.74,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887738,,,1.0
CHEMBL_CHEMBL3989909,LENIOLISIB PHOSPHATE,['LENIOLISIB PHOSPHATE'],CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1.O=P(O)(O)O,CHEMBL3989909,success,548.46,2.88,1.0,7.0,5.0,83.48,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887740,,,1.0
CHEMBL_CHEMBL3989917,FOSNETUPITANT,['FOSNETUPITANT'],Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL3989917,success,688.61,5.74,1.0,6.0,8.0,106.03,3.0,47.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887743,,,1.0
CHEMBL_CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,['FOSNETUPITANT CHLORIDE HYDROCHLORIDE'],Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.[Cl-],CHEMBL3989919,success,761.53,5.74,1.0,6.0,8.0,106.03,3.0,47.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887746,,,1.0
CHEMBL_CHEMBL3989920,PITAVASTATIN SODIUM,['PITAVASTATIN SODIUM'],O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Na+],CHEMBL3989920,success,443.45,4.52,3.0,4.0,8.0,90.65,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887748,,,1.0
CHEMBL_CHEMBL3989921,NERATINIB MALEATE,['NERATINIB MALEATE'],CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,CHEMBL3989921,success,673.13,5.93,2.0,8.0,11.0,112.40,4.0,40.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887751,,,1.0
CHEMBL_CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,['NIRAPARIB TOSYLATE MONOHYDRATE'],Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,CHEMBL3989922,success,510.62,2.59,2.0,4.0,3.0,72.94,3.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887754,,,1.0
CHEMBL_CHEMBL3989923,PITAVASTATIN MAGNESIUM,['PITAVASTATIN MAGNESIUM'],O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Mg+2],CHEMBL3989923,success,865.22,4.52,3.0,4.0,8.0,90.65,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887768,,,1.0
CHEMBL_CHEMBL3989928,REZAFUNGIN ACETATE,['REZAFUNGIN ACETATE'],CC(=O)[O-].CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CHEMBL3989928,success,1285.46,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887772,,,1.0
CHEMBL_CHEMBL3989931,ENASIDENIB MESYLATE,['ENASIDENIB MESYLATE'],CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1.CS(=O)(=O)O,CHEMBL3989931,success,569.49,4.29,3.0,8.0,6.0,108.74,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887776,,,1.0
CHEMBL_CHEMBL3989933,ETRASIMOD ARGININE,['ETRASIMOD ARGININE'],N=C(N)NCCC[C@@H](N)C(=O)O.O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,CHEMBL3989933,success,631.70,6.93,2.0,2.0,6.0,62.32,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887779,,,1.0
CHEMBL_CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,['CAPMATINIB HYDROCHLORIDE'],CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,CHEMBL3989937,success,503.37,3.43,1.0,6.0,4.0,85.07,5.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887782,,,1.0
CHEMBL_CHEMBL3989939,LAROTRECTINIB SULFATE,['LAROTRECTINIB SULFATE'],O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,CHEMBL3989939,success,526.52,2.95,2.0,6.0,3.0,86.00,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887784,,,1.0
CHEMBL_CHEMBL3989945,REZAFUNGIN,['REZAFUNGIN'],CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CHEMBL3989945,success,1226.41,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887790,,,1.0
CHEMBL_CHEMBL3989949,CENOBAMATE,['CENOBAMATE'],NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,CHEMBL3989949,success,267.68,1.16,1.0,6.0,4.0,95.92,2.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887793,,,1.0
CHEMBL_CHEMBL3989958,IVOSIDENIB,['IVOSIDENIB'],N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,CHEMBL3989958,success,582.97,4.32,1.0,6.0,7.0,119.29,3.0,41.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887796,,,1.0
CHEMBL_CHEMBL3989962,PEMETREXED TROMETHAMINE,['PEMETREXED TROMETHAMINE'],NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1.O.O,CHEMBL3989962,success,705.72,0.67,6.0,6.0,9.0,191.26,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887799,,,1.0
CHEMBL_CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,['PEXIDARTINIB HYDROCHLORIDE'],Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CHEMBL3989973,success,454.28,5.23,2.0,4.0,5.0,66.49,4.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887802,,,1.0
CHEMBL_CHEMBL3989974,CEFIDEROCOL,['CEFIDEROCOL'],CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,CHEMBL3989974,success,752.23,-0.18,6.0,14.0,13.0,256.90,2.0,50.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887805,,,1.0
CHEMBL_CHEMBL3990047,OZENOXACIN,['OZENOXACIN'],CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,CHEMBL3990047,success,363.42,3.76,2.0,5.0,4.0,84.22,3.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887808,,,1.0
CHEMBL_CHEMBL3990276,TALC,['TALC'],O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,CHEMBL3990276,success,361.25,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887811,,,1.0
CHEMBL_CHEMBL3990694,PIPERAZINE CITRATE,['PIPERAZINE CITRATE'],C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL3990694,success,642.66,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887813,,,1.0
CHEMBL_CHEMBL3990987,"POTASH, SULFURATED","['POTASH, SULFURATED']",O=S(O)(O)=S.[K]S[K],CHEMBL3990987,success,224.41,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887816,,,1.0
CHEMBL_CHEMBL3991065,ATOGEPANT,['ATOGEPANT'],C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,CHEMBL3991065,success,603.52,3.95,2.0,5.0,4.0,104.29,3.0,43.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887820,,,1.0
CHEMBL_CHEMBL4065616,REMDESIVIR,['REMDESIVIR'],CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,CHEMBL4065616,success,602.59,2.31,4.0,13.0,13.0,203.55,3.0,42.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887825,,,1.0
CHEMBL_CHEMBL4066936,VERICIGUAT,['VERICIGUAT'],COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,CHEMBL4066936,success,426.39,2.56,3.0,9.0,4.0,146.86,4.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887828,,,1.0
CHEMBL_CHEMBL4071161,TIRABRUTINIB,['TIRABRUTINIB'],CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4071161,success,454.49,2.75,1.0,8.0,4.0,108.27,4.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887831,,,1.0
CHEMBL_CHEMBL4085457,RITLECITINIB,['RITLECITINIB'],C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,CHEMBL4085457,success,285.35,1.94,2.0,4.0,3.0,73.91,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887834,,,1.0
CHEMBL_CHEMBL4101807,VOXELOTOR,['VOXELOTOR'],CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,CHEMBL4101807,success,337.38,3.62,1.0,6.0,6.0,77.24,3.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887837,,,1.0
CHEMBL_CHEMBL4105630,ZURANOLONE,['ZURANOLONE'],C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,CHEMBL4105630,success,409.57,4.34,1.0,5.0,3.0,78.91,1.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887840,,,1.0
CHEMBL_CHEMBL4164059,PITOLISANT HYDROCHLORIDE,['PITOLISANT HYDROCHLORIDE'],Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,CHEMBL4164059,success,332.31,4.17,0.0,2.0,8.0,12.47,1.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887843,,,1.0
CHEMBL_CHEMBL4173394,BRILLIANT BLUE G,['BRILLIANT BLUE G'],CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],CHEMBL4173394,success,854.04,9.31,2.0,8.0,15.0,139.08,5.0,59.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887846,,,1.0
CHEMBL_CHEMBL4204794,AVAPRITINIB,['AVAPRITINIB'],Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,CHEMBL4204794,success,498.57,2.61,1.0,10.0,5.0,106.29,5.0,37.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887849,,,1.0
CHEMBL_CHEMBL4208229,ASCIMINIB,['ASCIMINIB'],O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,CHEMBL4208229,success,449.85,3.46,3.0,6.0,6.0,103.37,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887852,,,1.0
CHEMBL_CHEMBL4208954,AMIKACIN SULFATE,['AMIKACIN SULFATE'],NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O,CHEMBL4208954,success,781.77,-8.42,13.0,17.0,10.0,331.94,0.0,40.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887855,,,1.0
CHEMBL_CHEMBL4216467,RIPRETINIB,['RIPRETINIB'],CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CHEMBL4216467,success,510.37,5.67,3.0,5.0,5.0,88.05,4.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887858,,,1.0
CHEMBL_CHEMBL4297064,MILNACIPRAN HYDROCHLORIDE,['MILNACIPRAN HYDROCHLORIDE'],CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,CHEMBL4297064,success,282.81,1.77,1.0,2.0,5.0,46.33,1.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887860,,,1.0
CHEMBL_CHEMBL4297065,SPINOSAD,['SPINOSAD'],CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C=C[C@H]3C2CC(=O)O1,CHEMBL4297065,success,1477.96,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887863,,,1.0
CHEMBL_CHEMBL4297066,ELIGLUSTAT TARTRATE,['ELIGLUSTAT TARTRATE'],CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,CHEMBL4297066,success,959.19,3.43,2.0,5.0,11.0,71.03,1.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887866,,,1.0
CHEMBL_CHEMBL4297067,FLUORESCEIN,['FLUORESCEIN'],O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,CHEMBL4297067,success,332.31,2.84,1.0,5.0,0.0,72.83,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887868,,,1.0
CHEMBL_CHEMBL4297088,CHLORHEXIDINE GLUCONATE,['CHLORHEXIDINE GLUCONATE'],N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CHEMBL4297088,success,897.77,4.18,10.0,4.0,9.0,167.58,2.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887871,,,1.0
CHEMBL_CHEMBL4297091,CODEINE SULFATE,['CODEINE SULFATE'],COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O.O.O=S(=O)(O)O,CHEMBL4297091,success,750.86,1.50,1.0,4.0,1.0,41.93,1.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887874,,,1.0
CHEMBL_CHEMBL4297109,OXITROPIUM BROMIDE,['OXITROPIUM BROMIDE'],CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],CHEMBL4297109,success,412.32,1.45,1.0,4.0,5.0,59.06,1.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887876,,,1.0
CHEMBL_CHEMBL4297147,HALOPERIDOL LACTATE,['HALOPERIDOL LACTATE'],CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CHEMBL4297147,success,465.95,4.43,1.0,3.0,6.0,40.54,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887880,,,1.0
CHEMBL_CHEMBL4297165,CHLOROQUINE HYDROCHLORIDE,['CHLOROQUINE HYDROCHLORIDE'],CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,CHEMBL4297165,success,392.80,4.81,1.0,3.0,8.0,28.16,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887883,,,1.0
CHEMBL_CHEMBL4297185,DAROLUTAMIDE,['DAROLUTAMIDE'],CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,CHEMBL4297185,success,398.85,2.67,3.0,6.0,6.0,119.62,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887887,,,1.0
